Trip ID,Pickup Date,Pickup Time,Pickup Location,Dropoff Location,Passenger Count,Total Bookings,Booking Value,Trip Distance,Vehicle,Payment_type
23862,2024-06-08 00:00:00,1899-12-30 23:03:00,Clinton East,Midtown South,1,1.0,$9.0,1.39,Uber Black,Uber Pay
23863,2024-06-08 00:00:00,1899-12-30 23:32:42,Yorkville West,Midtown East,1,1.0,$11.6,2.2,UberX,Uber Pay
23864,2024-06-08 00:00:00,1899-12-30 23:17:08,NV,East New York,1,1.0,$20.5,7.01,UberX,Cash
23865,2024-06-08 00:00:00,1899-12-30 23:51:51,East Harlem North,Hamilton Heights,2,1.0,$11.0,2.57,Uber Green,Cash
23866,2024-06-08 00:00:00,1899-12-30 23:53:44,Penn Station/Madison Sq West,East Harlem South,1,1.0,$21.6,5,Uber Comfort,Uber Pay
23867,2024-06-08 00:00:00,1899-12-30 23:15:48,Seaport,Crown Heights South,1,1.0,$27.0,6.9,Uber Green,Cash
23868,2024-06-08 00:00:00,1899-12-30 23:53:27,Central Harlem North,East Harlem South,2,1.0,$9.3,1.47,Uber Comfort,Uber Pay
23869,2024-06-08 00:00:00,1899-12-30 23:10:27,Upper West Side North,Central Park,1,1.0,$9.2,1.8,Uber Comfort,Uber Pay
23870,2024-06-08 00:00:00,1899-12-30 23:31:17,JFK Airport,Rosedale,1,1.0,$20.1,5.05,Uber Comfort,Uber Pay
23871,2024-06-08 00:00:00,1899-12-30 23:34:28,Penn Station/Madison Sq West,Upper East Side North,1,1.0,$20.0,4.71,UberX,Uber Pay
23872,2024-06-08 00:00:00,1899-12-30 23:55:30,Upper East Side North,Lenox Hill East,1,1.0,$6.5,1.24,UberX,Cash
23873,2024-06-08 00:00:00,1899-12-30 23:24:08,East Tremont,East Tremont,1,1.0,$2.5,14.7,UberX,Amazon Pay
23874,2024-06-08 00:00:00,1899-12-30 23:16:32,Central Harlem,Morningside Heights,1,1.0,$7.5,1.12,Uber Black,Uber Pay
23875,2024-06-08 00:00:00,1899-12-30 23:15:37,East Village,Lenox Hill West,1,1.0,$15.3,3.1,UberX,Uber Pay
23876,2024-06-08 00:00:00,1899-12-30 23:29:31,West Village,Upper East Side South,1,1.0,$12.5,2.99,UberX,Uber Pay
23877,2024-06-08 00:00:00,1899-12-30 23:50:20,Penn Station/Madison Sq West,Sutton Place/Turtle Bay North,1,1.0,$10.0,2.26,Uber Black,Cash
23878,2024-06-08 00:00:00,1899-12-30 23:47:10,Kips Bay,Midtown South,1,1.0,$12.5,2.57,Uber Green,Cash
23879,2024-06-08 00:00:00,1899-12-30 23:19:57,East Chelsea,Woodside,1,1.0,$26.2,6.56,UberXL,Uber Pay
23880,2024-06-08 00:00:00,1899-12-30 23:24:19,JFK Airport,Co-Op City,1,1.0,$62.0,20.87,UberX,Uber Pay
23881,2024-06-08 00:00:00,1899-12-30 23:16:58,JFK Airport,JFK Airport,2,1.0,$12.3,2.9,UberXL,Uber Pay
23882,2024-06-09 00:00:00,1899-12-30 00:04:50,Upper West Side North,East Harlem South,1,1.0,$8.5,1.97,Uber Comfort,Cash
23883,2024-06-09 00:00:00,1899-12-30 00:43:47,Kips Bay,Roosevelt Island,1,1.0,$20.0,4.92,UberXL,Uber Pay
23884,2024-06-09 00:00:00,1899-12-30 23:00:12,Kips Bay,Battery Park City,1,1.0,$12.0,3.5,Uber Black,Cash
23885,2024-06-09 00:00:00,1899-12-30 00:34:34,Astoria,Long Island City/Hunters Point,1,1.0,$8.0,2.02,Uber Comfort,Cash
23886,2024-06-09 00:00:00,1899-12-30 00:36:02,Clinton East,Manhattan Valley,2,1.0,$13.4,2.8,Uber Comfort,Uber Pay
23887,2024-06-09 00:00:00,1899-12-30 00:34:39,East Chelsea,East Williamsburg,1,1.0,$23.0,7,Uber Comfort,Cash
23888,2024-06-09 00:00:00,1899-12-30 00:02:51,JFK Airport,Flushing,1,1.0,$34.5,10.9,Uber Green,Cash
23889,2024-06-09 00:00:00,1899-12-30 00:50:36,Yorkville West,Inwood,1,1.0,$20.5,6.6,UberX,Cash
23890,2024-06-09 00:00:00,1899-12-30 00:05:24,JFK Airport,Bushwick South,1,1.0,$37.2,9.85,UberX,Uber Pay
23891,2024-06-09 00:00:00,1899-12-30 00:02:48,Lincoln Square East,Lenox Hill East,1,1.0,$9.0,1.6,Uber Black,Uber Pay
23892,2024-06-09 00:00:00,1899-12-30 00:05:14,Lenox Hill East,Midtown East,1,1.0,$7.5,1.16,Uber Black,Cash
23893,2024-06-09 00:00:00,1899-12-30 00:00:17,West Concourse,East Harlem North,2,1.0,$12.2,2.59,Uber Comfort,Uber Pay
23894,2024-06-09 00:00:00,1899-12-30 00:13:38,JFK Airport,Borough Park,1,1.0,$58.0,19.58,Uber Comfort,Uber Pay
23895,2024-06-09 00:00:00,1899-12-30 00:37:51,Lenox Hill West,UN/Turtle Bay South,1,1.0,$7.0,1.71,UberX,Cash
23896,2024-06-09 00:00:00,1899-12-30 00:07:04,JFK Airport,Rosedale,1,1.0,$14.5,4.77,UberX,Cash
23897,2024-06-09 00:00:00,1899-12-30 00:46:39,Lincoln Square East,Lenox Hill West,1,1.0,$9.0,2,UberX,Cash
23898,2024-06-09 00:00:00,1899-12-30 00:51:00,Kips Bay,Yorkville East,1,1.0,$10.5,2.9,Uber Green,Uber Pay
23899,2024-06-09 00:00:00,1899-12-30 00:37:25,Upper East Side South,Greenwich Village North,1,1.0,$10.5,3,UberXL,Cash
23900,2024-06-09 00:00:00,1899-12-30 00:07:24,Kips Bay,East Williamsburg,1,1.0,$17.0,5.2,Uber Black,Uber Pay
23901,2024-06-09 00:00:00,1899-12-30 00:07:07,JFK Airport,Flatbush/Ditmas Park,1,1.0,$44.0,16.04,UberX,Cash
23902,2024-06-09 00:00:00,1899-12-30 00:59:43,Manhattan Valley,Garment District,1,1.0,$15.5,3.8,UberXL,Cash
23903,2024-06-09 00:00:00,1899-12-30 00:25:51,Kips Bay,Clinton Hill,1,1.0,$25.0,8.12,UberX,Uber Pay
23904,2024-06-09 00:00:00,1899-12-30 00:17:09,Boerum Hill,Clinton Hill,1,1.0,$16.5,2.5,UberX,Cash
23905,2024-06-09 00:00:00,1899-12-30 00:37:37,Murray Hill,Rego Park,1,1.0,$23.0,7.6,UberX,Cash
23906,2024-06-09 00:00:00,1899-12-30 00:27:12,Hamilton Heights,Washington Heights North,2,1.0,$15.0,3.6,UberXL,Cash
23907,2024-06-09 00:00:00,1899-12-30 01:55:42,Hudson Sq,Kew Gardens,1,1.0,$60.5,12.37,Uber Comfort,Uber Pay
23908,2024-06-09 00:00:00,1899-12-30 01:07:30,Times Sq/Theatre District,Upper West Side South,1,1.0,$8.5,1.9,UberX,Cash
23909,2024-06-09 00:00:00,1899-12-30 01:57:22,Upper West Side South,West Concourse,1,1.0,$14.5,3.98,Uber Black,Cash
23910,2024-06-09 00:00:00,1899-12-30 01:02:38,East Village,Central Harlem,1,1.0,$25.5,8.73,UberX,Uber Pay
23911,2024-06-09 00:00:00,1899-12-30 01:14:32,UN/Turtle Bay South,Boerum Hill,1,1.0,$21.5,7,Uber Comfort,Cash
23912,2024-06-09 00:00:00,1899-12-30 01:50:55,West Village,Woodhaven,1,1.0,$40.0,13.4,UberX,Cash
23913,2024-06-09 00:00:00,1899-12-30 01:06:15,Clinton East,Central Harlem,4,1.0,$54.5,4.14,Uber Comfort,Uber Pay
23914,2024-06-09 00:00:00,1899-12-30 01:23:32,Morningside Heights,Manhattanville,4,1.0,$7.5,1.12,UberXL,Uber Pay
23915,2024-06-09 00:00:00,1899-12-30 01:51:11,Clinton West,Sutton Place/Turtle Bay North,2,1.0,$9.5,2.3,Uber Black,Cash
23916,2024-06-09 00:00:00,1899-12-30 01:24:32,East Chelsea,Clinton West,1,1.0,$7.8,1.2,UberX,Uber Pay
23917,2024-06-09 00:00:00,1899-12-30 01:02:56,Manhattan Valley,Lenox Hill West,1,1.0,$20.3,3.99,Uber Black,Uber Pay
23918,2024-06-09 00:00:00,1899-12-30 01:11:52,Union Sq,Clinton West,1,1.0,$7.0,1.74,Uber Green,Cash
23919,2024-06-09 00:00:00,1899-12-30 01:09:13,NV,NV,1,1.0,$33.0,11.63,UberX,Cash
23920,2024-06-09 00:00:00,1899-12-30 01:07:36,Clinton East,Greenwich Village North,1,1.0,$12.2,2.47,Uber Black,Uber Pay
23921,2024-06-09 00:00:00,1899-12-30 01:13:37,UN/Turtle Bay South,Upper West Side North,1,1.0,$17.0,4.19,Uber Black,Uber Pay
23922,2024-06-09 00:00:00,1899-12-30 01:42:30,Lincoln Square West,Manhattanville,1,1.0,$17.0,4.06,Uber Green,Uber Pay
23923,2024-06-09 00:00:00,1899-12-30 01:36:21,Longwood,Highbridge,1,1.0,$11.0,2.61,Uber Black,Uber Pay
23924,2024-06-09 00:00:00,1899-12-30 01:40:12,East New York/Pennsylvania Avenue,Brownsville,1,1.0,$6.5,1.22,UberXL,Cash
23925,2024-06-09 00:00:00,1899-12-30 01:14:16,Penn Station/Madison Sq West,Prospect-Lefferts Gardens,1,1.0,$34.5,10,Uber Comfort,Cash
23926,2024-06-09 00:00:00,1899-12-30 01:03:21,Park Slope,Gowanus,1,1.0,$7.5,1.46,UberX,Uber Pay
23927,2024-06-09 00:00:00,1899-12-30 01:23:59,Murray Hill,Long Island City/Hunters Point,3,1.0,$11.0,3.2,Uber Black,Uber Pay
23928,2024-06-09 00:00:00,1899-12-30 02:10:02,Clinton East,Flatiron,1,1.0,$6.0,1.3,UberXL,Cash
23929,2024-06-09 00:00:00,1899-12-30 02:16:56,Clinton East,Washington Heights South,1,1.0,$19.0,6.31,Uber Comfort,Cash
23930,2024-06-09 00:00:00,1899-12-30 02:01:13,Central Harlem,Clinton East,1,1.0,$15.0,3.66,UberX,Uber Pay
23931,2024-06-09 00:00:00,1899-12-30 02:02:04,Clinton East,Borough Park,1,1.0,$37.5,12.85,Uber Green,Uber Pay
23932,2024-06-09 00:00:00,1899-12-30 02:48:41,Williamsburg (South Side),East Harlem North,1,1.0,$27.5,8.91,UberX,Cash
23933,2024-06-09 00:00:00,1899-12-30 04:45:58,Upper East Side South,East Concourse/Concourse Village,1,1.0,$27.2,6.96,UberXL,Uber Pay
23934,2024-06-09 00:00:00,1899-12-30 03:49:04,Clinton East,LaGuardia Airport,1,1.0,$29.0,9.97,UberX,Uber Pay
23935,2024-06-09 00:00:00,1899-12-30 03:31:58,Boerum Hill,Flatbush/Ditmas Park,1,1.0,$13.5,4.01,UberX,Cash
23936,2024-06-09 00:00:00,1899-12-30 03:42:27,Clinton East,East Elmhurst,1,1.0,$34.7,9.37,Uber Black,Uber Pay
23937,2024-06-09 00:00:00,1899-12-30 03:46:36,Lenox Hill East,Dyker Heights,1,1.0,$44.5,13.65,Uber Green,Cash
23938,2024-06-09 00:00:00,1899-12-30 03:17:01,Lenox Hill East,West Concourse,1,1.0,$19.5,6.63,UberXL,Cash
23939,2024-06-09 00:00:00,1899-12-30 03:45:50,East Harlem South,Greenwich Village South,1,1.0,$18.0,5.18,UberX,Uber Pay
23940,2024-06-09 00:00:00,1899-12-30 03:05:51,Upper West Side North,Morningside Heights,1,1.0,$7.0,1.5,Uber Comfort,Cash
23941,2024-06-09 00:00:00,1899-12-30 03:07:10,Prospect-Lefferts Gardens,East Flatbush/Farragut,1,1.0,$7.5,1.87,Uber Comfort,Cash
23942,2024-06-09 00:00:00,1899-12-30 03:34:38,Penn Station/Madison Sq West,Murray Hill,2,1.0,$9.6,1.3,UberX,Uber Pay
23943,2024-06-09 00:00:00,1899-12-30 04:47:50,East Chelsea,West Village,1,1.0,$8.5,1.2,Uber Black,Uber Pay
23944,2024-06-09 00:00:00,1899-12-30 04:54:49,Upper West Side North,East Harlem South,1,1.0,$7.8,1.3,Uber Green,Uber Pay
23945,2024-06-09 00:00:00,1899-12-30 04:08:12,Lenox Hill West,Central Harlem North,1,1.0,$17.5,5.9,Uber Comfort,Amazon Pay
23946,2024-06-09 00:00:00,1899-12-30 04:43:20,Upper West Side North,LaGuardia Airport,1,1.0,$41.3,10.36,UberX,Uber Pay
23947,2024-06-09 00:00:00,1899-12-30 04:34:13,Upper West Side North,Mott Haven/Port Morris,1,1.0,$14.5,4.33,Uber Comfort,Uber Pay
23948,2024-06-09 00:00:00,1899-12-30 04:18:27,TriBeCa/Civic Center,UN/Turtle Bay South,1,1.0,$16.4,3.3,UberXL,Uber Pay
23949,2024-06-09 00:00:00,1899-12-30 04:48:03,East Chelsea,Clinton East,1,1.0,$9.0,1.6,Uber Green,Uber Pay
23950,2024-06-09 00:00:00,1899-12-30 04:06:41,Clinton West,Penn Station/Madison Sq West,1,1.0,$17.5,2.41,Uber Green,Cash
23951,2024-06-09 00:00:00,1899-12-30 04:40:19,East Chelsea,Meatpacking/West Village West,1,1.0,$7.0,1.7,UberX,Cash
23952,2024-06-09 00:00:00,1899-12-30 04:01:35,Upper West Side North,Times Sq/Theatre District,1,1.0,$15.8,2.85,Uber Comfort,Uber Pay
23953,2024-06-09 00:00:00,1899-12-30 04:19:32,Park Slope,Sunset Park West,1,1.0,$17.1,3.54,Uber Black,Uber Pay
23954,2024-06-09 00:00:00,1899-12-30 04:34:23,Bushwick South,TriBeCa/Civic Center,1,1.0,$34.4,8.26,Uber Comfort,Uber Pay
23955,2024-06-09 00:00:00,1899-12-30 04:31:12,Clinton East,Union Sq,1,1.0,$10.0,1.1,Uber Green,Uber Pay
23956,2024-06-09 00:00:00,1899-12-30 04:02:26,Morrisania/Melrose,Central Harlem North,1,1.0,$8.5,1.8,UberX,Cash
23957,2024-06-09 00:00:00,1899-12-30 05:43:35,Washington Heights South,Upper East Side North,1,1.0,$18.5,5.9,Uber Black,Cash
23958,2024-06-09 00:00:00,1899-12-30 05:48:11,West Village,Penn Station/Madison Sq West,1,1.0,$7.4,1.27,Uber Green,Uber Pay
23959,2024-06-09 00:00:00,1899-12-30 05:57:15,JFK Airport,Jamaica Estates,5,1.0,$33.9,8.58,Uber Black,Uber Pay
23960,2024-06-09 00:00:00,1899-12-30 05:00:40,Clinton East,Union Sq,1,1.0,$6.5,1.36,UberX,Cash
23961,2024-06-09 00:00:00,1899-12-30 05:33:47,East Harlem South,Morningside Heights,2,1.0,$10.0,2.24,UberXL,Cash
23962,2024-06-09 00:00:00,1899-12-30 05:37:27,Gramercy,East Chelsea,1,1.0,$7.5,1.52,Uber Black,Cash
23963,2024-06-09 00:00:00,1899-12-30 05:50:56,Times Sq/Theatre District,Midtown Center,1,1.0,$8.8,1.3,UberXL,Uber Pay
23964,2024-06-09 00:00:00,1899-12-30 05:24:57,East Village,East Chelsea,1,1.0,$9.5,2.27,UberX,Cash
23965,2024-06-09 00:00:00,1899-12-30 04:59:26,Upper West Side South,Clinton East,1,1.0,$7.0,1.81,Uber Black,Cash
23966,2024-06-09 00:00:00,1899-12-30 05:44:18,Lincoln Square East,Union Sq,1,1.0,$11.5,3.1,Uber Green,Cash
23967,2024-06-09 00:00:00,1899-12-30 05:10:59,Lenox Hill West,LaGuardia Airport,2,1.0,$22.0,6.34,Uber Green,Cash
23968,2024-06-09 00:00:00,1899-12-30 05:00:25,Garment District,Long Island City/Hunters Point,1,1.0,$13.5,2.96,UberX,Uber Pay
23969,2024-06-09 00:00:00,1899-12-30 05:33:52,Hamilton Heights,Long Island City/Hunters Point,6,1.0,$28.5,8.34,Uber Comfort,Uber Pay
23970,2024-06-09 00:00:00,1899-12-30 05:32:31,Penn Station/Madison Sq West,Midtown North,1,1.0,$6.5,1.3,UberX,Uber Pay
23971,2024-06-09 00:00:00,1899-12-30 05:43:57,Upper West Side South,Morningside Heights,1,1.0,$7.5,1.9,UberX,Cash
23972,2024-06-09 00:00:00,1899-12-30 05:43:12,Midtown East,Hamilton Heights,1,1.0,$27.0,8.6,Uber Green,Cash
23973,2024-06-09 00:00:00,1899-12-30 05:42:56,Gramercy,East Chelsea,1,1.0,$7.5,1.27,Uber Black,Cash
23974,2024-06-09 00:00:00,1899-12-30 05:26:49,Gramercy,West Chelsea/Hudson Yards,1,1.0,$10.5,2.51,Uber Green,Cash
23975,2024-06-09 00:00:00,1899-12-30 05:42:35,Lincoln Square West,Elmhurst/Maspeth,1,1.0,$20.5,6.45,UberX,Cash
23976,2024-06-09 00:00:00,1899-12-30 05:59:18,Penn Station/Madison Sq West,Midtown Center,1,1.0,$7.5,1.44,UberX,Cash
23977,2024-06-09 00:00:00,1899-12-30 05:21:38,Penn Station/Madison Sq West,Clinton West,1,1.0,$12.8,2,Uber Black,Uber Pay
23978,2024-06-09 00:00:00,1899-12-30 05:49:14,Clinton East,Gramercy,2,1.0,$8.0,1.81,UberX,Uber Pay
23979,2024-06-09 00:00:00,1899-12-30 05:08:53,Clinton East,Inwood,1,1.0,$27.0,9.3,UberXL,Cash
23980,2024-06-09 00:00:00,1899-12-30 05:28:33,Inwood,Van Cortlandt Village,1,1.0,$10.0,2,UberXL,Cash
23981,2024-06-09 00:00:00,1899-12-30 05:56:50,Garment District,Upper East Side South,1,1.0,$9.1,1.53,UberX,Uber Pay
23982,2024-06-09 00:00:00,1899-12-30 05:41:14,Lower East Side,Clinton West,1,1.0,$17.0,4.6,UberX,Cash
23983,2024-06-09 00:00:00,1899-12-30 05:52:50,Lenox Hill West,East Harlem South,1,1.0,$12.2,2.45,Uber Green,Uber Pay
23984,2024-06-09 00:00:00,1899-12-30 05:34:20,Lincoln Square East,Murray Hill,1,1.0,$10.0,2.64,Uber Black,Cash
23985,2024-06-09 00:00:00,1899-12-30 05:59:57,Penn Station/Madison Sq West,Greenwich Village North,1,1.0,$14.0,2.42,UberX,Uber Pay
23986,2024-06-09 00:00:00,1899-12-30 05:45:55,Penn Station/Madison Sq West,Lenox Hill East,1,1.0,$11.0,2.7,UberX,Cash
23987,2024-06-09 00:00:00,1899-12-30 05:12:39,Garment District,East Harlem South,1,1.0,$15.5,5.03,Uber Black,Uber Pay
23988,2024-06-09 00:00:00,1899-12-30 05:19:18,Garment District,West Chelsea/Hudson Yards,1,1.0,$5.5,1.12,Uber Green,Cash
23989,2024-06-09 00:00:00,1899-12-30 05:40:18,East Chelsea,Clinton East,1,1.0,$7.4,1.2,Uber Green,Uber Pay
23990,2024-06-09 00:00:00,1899-12-30 05:51:50,Garment District,Upper East Side North,1,1.0,$17.6,3.6,UberX,Uber Pay
23991,2024-06-09 00:00:00,1899-12-30 05:33:49,East Harlem North,East Village,2,1.0,$21.0,6.7,UberX,Cash
23992,2024-06-09 00:00:00,1899-12-30 05:16:02,Upper West Side North,East Harlem South,1,1.0,$6.0,1.46,Uber Black,Cash
23993,2024-06-09 00:00:00,1899-12-30 05:40:14,Manhattan Valley,East Harlem South,1,1.0,$9.7,1.9,Uber Green,Uber Pay
23994,2024-06-09 00:00:00,1899-12-30 05:38:49,Lenox Hill East,East Harlem South,1,1.0,$8.6,1.58,UberXL,Uber Pay
23995,2024-06-09 00:00:00,1899-12-30 06:06:43,Penn Station/Madison Sq West,UN/Turtle Bay South,1,1.0,$9.5,1.8,UberX,Uber Pay
23996,2024-06-09 00:00:00,1899-12-30 06:50:25,Lincoln Square West,Midtown East,1,1.0,$9.7,1.6,UberX,Uber Pay
23997,2024-06-09 00:00:00,1899-12-30 06:35:18,Manhattan Valley,Morningside Heights,2,1.0,$8.0,1.37,UberX,Cash
23998,2024-06-09 00:00:00,1899-12-30 06:24:43,Garment District,Midtown East,6,1.0,$7.0,1.71,UberX,Cash
23999,2024-06-09 00:00:00,1899-12-30 06:32:28,Sunnyside,Garment District,1,1.0,$21.1,4.79,Uber Comfort,Uber Pay
24000,2024-06-09 00:00:00,1899-12-30 06:43:31,Upper East Side South,Midtown North,1,1.0,$8.0,1.4,UberXL,Uber Pay
24001,2024-06-09 00:00:00,1899-12-30 06:03:30,Lincoln Square West,East Chelsea,5,1.0,$10.2,2,UberX,Uber Pay
24002,2024-06-09 00:00:00,1899-12-30 06:54:33,Yorkville East,Washington Heights South,6,1.0,$17.5,5.98,Uber Comfort,Cash
24003,2024-06-09 00:00:00,1899-12-30 06:47:39,Penn Station/Madison Sq West,SoHo,1,1.0,$13.9,2.3,Uber Comfort,Uber Pay
24004,2024-06-09 00:00:00,1899-12-30 07:12:45,Kips Bay,East Chelsea,1,1.0,$10.8,1.71,UberXL,Uber Pay
24005,2024-06-09 00:00:00,1899-12-30 06:17:51,Gramercy,Midtown North,1,1.0,$9.0,2.3,UberX,Cash
24006,2024-06-09 00:00:00,1899-12-30 06:27:22,Yorkville East,Lenox Hill East,1,1.0,$7.1,1.14,UberX,Uber Pay
24007,2024-06-09 00:00:00,1899-12-30 06:43:36,Midtown East,Upper East Side North,1,1.0,$8.5,1.9,Uber Comfort,Uber Pay
24008,2024-06-09 00:00:00,1899-12-30 06:14:35,Garment District,Gramercy,1,1.0,$8.0,2,UberX,Cash
24009,2024-06-09 00:00:00,1899-12-30 06:04:44,Downtown Brooklyn/MetroTech,Flatiron,1,1.0,$12.0,3.5,Uber Comfort,Cash
24010,2024-06-09 00:00:00,1899-12-30 06:51:48,Lincoln Square East,Morningside Heights,1,1.0,$11.0,2.74,UberXL,Uber Pay
24011,2024-06-09 00:00:00,1899-12-30 06:54:39,Greenwich Village North,Murray Hill,6,1.0,$8.5,1.79,UberX,Cash
24012,2024-06-09 00:00:00,1899-12-30 06:35:49,Penn Station/Madison Sq West,East Harlem South,1,1.0,$14.0,3.7,UberX,Uber Pay
24013,2024-06-09 00:00:00,1899-12-30 06:52:08,Lincoln Square West,Midtown East,2,1.0,$10.9,2.01,UberX,Uber Pay
24014,2024-06-09 00:00:00,1899-12-30 06:50:15,Yorkville West,Central Harlem North,1,1.0,$12.5,3.73,UberXL,Cash
24015,2024-06-09 00:00:00,1899-12-30 06:10:43,Upper West Side South,Downtown Brooklyn/MetroTech,1,1.0,$26.0,7.8,UberX,Uber Pay
24016,2024-06-09 00:00:00,1899-12-30 06:28:43,Lincoln Square West,East Chelsea,1,1.0,$9.0,2.21,UberX,Cash
24017,2024-06-09 00:00:00,1899-12-30 06:05:28,Penn Station/Madison Sq West,Upper East Side North,3,1.0,$12.5,3.36,Uber Comfort,Cash
24018,2024-06-09 00:00:00,1899-12-30 06:18:41,East Harlem South,East Harlem North,1,1.0,$6.0,1.1,UberXL,Cash
24019,2024-06-09 00:00:00,1899-12-30 06:39:13,Yorkville West,East Chelsea,1,1.0,$16.9,4.1,Uber Green,Uber Pay
24020,2024-06-09 00:00:00,1899-12-30 05:59:40,Upper West Side South,Murray Hill,2,1.0,$15.5,3.45,UberXL,Uber Pay
24021,2024-06-09 00:00:00,1899-12-30 06:14:45,Union Sq,Stuy Town/Peter Cooper Village,2,1.0,$6.5,1.26,UberX,Cash
24022,2024-06-09 00:00:00,1899-12-30 06:48:08,Yorkville West,Sutton Place/Turtle Bay North,2,1.0,$10.3,2.05,UberX,Uber Pay
24023,2024-06-09 00:00:00,1899-12-30 06:20:04,Lenox Hill West,Clinton West,1,1.0,$10.5,2.6,UberX,Cash
24024,2024-06-09 00:00:00,1899-12-30 06:05:18,Garment District,Gramercy,1,1.0,$14.0,2.3,UberX,Uber Pay
24025,2024-06-09 00:00:00,1899-12-30 06:43:50,Lincoln Square East,East Chelsea,1,1.0,$10.9,1.9,Uber Green,Uber Pay
24026,2024-06-09 00:00:00,1899-12-30 06:52:11,Murray Hill,Lenox Hill East,5,1.0,$10.3,2.28,Uber Comfort,Uber Pay
24027,2024-06-09 00:00:00,1899-12-30 06:36:03,Yorkville East,East Harlem South,1,1.0,$6.5,1.4,Uber Comfort,Cash
24028,2024-06-09 00:00:00,1899-12-30 06:44:01,Stuy Town/Peter Cooper Village,Lenox Hill West,1,1.0,$9.0,2.6,UberXL,Cash
24029,2024-06-09 00:00:00,1899-12-30 06:24:18,Yorkville West,Gramercy,1,1.0,$13.0,3.75,Uber Green,Uber Pay
24030,2024-06-09 00:00:00,1899-12-30 06:14:53,Gramercy,Lenox Hill East,1,1.0,$9.0,2.22,UberX,Uber Pay
24031,2024-06-09 00:00:00,1899-12-30 06:49:03,Clinton East,West Village,1,1.0,$11.7,2.7,Uber Comfort,Uber Pay
24032,2024-06-09 00:00:00,1899-12-30 06:11:46,Lincoln Square East,Garment District,1,1.0,$8.5,1.79,Uber Black,Cash
24033,2024-06-09 00:00:00,1899-12-30 06:43:08,Boerum Hill,Ocean Hill,1,1.0,$18.8,3.97,UberXL,Uber Pay
24034,2024-06-09 00:00:00,1899-12-30 06:33:45,Hamilton Heights,Clinton East,1,1.0,$19.0,5.2,Uber Comfort,Uber Pay
24035,2024-06-09 00:00:00,1899-12-30 06:55:27,Central Harlem,East Harlem North,1,1.0,$9.0,1.46,Uber Black,Cash
24036,2024-06-09 00:00:00,1899-12-30 06:00:38,Lincoln Square East,Murray Hill,1,1.0,$9.0,2.35,Uber Black,Uber Pay
24037,2024-06-09 00:00:00,1899-12-30 06:52:34,Central Harlem,Central Park,1,1.0,$6.5,1.14,UberX,Cash
24038,2024-06-09 00:00:00,1899-12-30 06:47:18,Sutton Place/Turtle Bay North,Penn Station/Madison Sq West,1,1.0,$13.0,2.6,UberX,Uber Pay
24039,2024-06-09 00:00:00,1899-12-30 06:14:44,Garment District,Yorkville East,1,1.0,$13.0,3.7,Uber Comfort,Cash
24040,2024-06-09 00:00:00,1899-12-30 06:35:10,Lenox Hill East,Midtown Center,1,1.0,$7.5,1.49,UberXL,Cash
24041,2024-06-09 00:00:00,1899-12-30 06:33:33,Garment District,Midtown North,1,1.0,$7.3,1.1,UberX,Uber Pay
24042,2024-06-09 00:00:00,1899-12-30 06:12:12,Penn Station/Madison Sq West,Upper East Side North,1,1.0,$11.5,2.8,UberX,Uber Pay
24043,2024-06-09 00:00:00,1899-12-30 06:45:56,Penn Station/Madison Sq West,Kips Bay,1,1.0,$8.5,1.2,Uber Comfort,Uber Pay
24044,2024-06-09 00:00:00,1899-12-30 06:54:20,Lenox Hill East,East Harlem South,1,1.0,$8.6,1.76,Uber Comfort,Uber Pay
24045,2024-06-09 00:00:00,1899-12-30 06:57:56,Lenox Hill East,Financial District South,1,1.0,$21.5,6.86,UberX,Uber Pay
24046,2024-06-09 00:00:00,1899-12-30 06:39:51,Upper West Side North,Midtown North,5,1.0,$10.5,2.45,UberX,Uber Pay
24047,2024-06-09 00:00:00,1899-12-30 06:52:23,Lincoln Square East,Manhattan Valley,5,1.0,$9.0,2.23,UberXL,Cash
24048,2024-06-09 00:00:00,1899-12-30 06:57:20,Penn Station/Madison Sq West,Midtown Center,2,1.0,$7.5,1.5,UberX,Amazon Pay
24049,2024-06-09 00:00:00,1899-12-30 06:18:07,Midtown East,West Chelsea/Hudson Yards,1,1.0,$12.7,2.03,UberX,Uber Pay
24050,2024-06-09 00:00:00,1899-12-30 06:31:11,Clinton West,Morningside Heights,1,1.0,$15.5,4.95,UberX,Cash
24051,2024-06-09 00:00:00,1899-12-30 06:50:32,Manhattan Valley,Midtown South,1,1.0,$16.9,3.83,Uber Black,Uber Pay
24052,2024-06-09 00:00:00,1899-12-30 06:05:22,Penn Station/Madison Sq West,East Harlem South,1,1.0,$13.5,4.34,UberXL,Cash
24053,2024-06-09 00:00:00,1899-12-30 06:16:10,Midtown Center,Alphabet City,6,1.0,$11.0,2.85,UberX,Cash
24054,2024-06-09 00:00:00,1899-12-30 06:50:08,Clinton East,Yorkville East,6,1.0,$12.4,2.91,UberXL,Uber Pay
24055,2024-06-09 00:00:00,1899-12-30 06:31:49,Yorkville East,Sunnyside,2,1.0,$18.0,4.7,UberX,Uber Pay
24056,2024-06-09 00:00:00,1899-12-30 06:53:15,Stuy Town/Peter Cooper Village,Sutton Place/Turtle Bay North,1,1.0,$8.5,2,Uber Green,Cash
